USER_DASHBOARD,VIDEO,PLAYING,0,1658906211767,http://localhost:4000/uploads/198918f40ecc7cab0fc4231adaf67c96sample.mp4,video,video-player,1658906211776
USER_DASHBOARD,VIDEO,PLAYING,0.222311,1658906212020,http://localhost:4000/uploads/198918f40ecc7cab0fc4231adaf67c96sample.mp4,video,video-player,1658906212022
USER_DASHBOARD,VIDEO,PLAYING,0.487983,1658906212285,http://localhost:4000/uploads/198918f40ecc7cab0fc4231adaf67c96sample.mp4,video,video-player,1658906212287
USER_DASHBOARD,VIDEO,PLAYING,0.75391,1658906212551,http://localhost:4000/uploads/198918f40ecc7cab0fc4231adaf67c96sample.mp4,video,video-player,1658906212557
USER_DASHBOARD,VIDEO,PLAYING,1.019123,1658906212817,http://localhost:4000/uploads/198918f40ecc7cab0fc4231adaf67c96sample.mp4,video,video-player,1658906212818
USER_DASHBOARD,VIDEO,PLAYING,1.284975,1658906213083,http://localhost:4000/uploads/198918f40ecc7cab0fc4231adaf67c96sample.mp4,video,video-player,1658906213088
USER_DASHBOARD,VIDEO,PLAYING,1.551081,1658906213349,http://localhost:4000/uploads/198918f40ecc7cab0fc4231adaf67c96sample.mp4,video,video-player,1658906213355
USER_DASHBOARD,VIDEO,PLAYING,1.816304,1658906213614,http://localhost:4000/uploads/198918f40ecc7cab0fc4231adaf67c96sample.mp4,video,video-player,1658906213619
USER_DASHBOARD,VIDEO,PLAYING,2.081762,1658906213879,http://localhost:4000/uploads/198918f40ecc7cab0fc4231adaf67c96sample.mp4,video,video-player,1658906213883
USER_DASHBOARD,VIDEO,PLAYING,2.347507,1658906214145,http://localhost:4000/uploads/198918f40ecc7cab0fc4231adaf67c96sample.mp4,video,video-player,1658906214151
